https://www.wikipedia.org/,1.8 s,5.0 s,4.0 s,2,870 ms,5.0 s,2025-03-20_09AM
https://m.youtube.com/,4.1 s,4.9 s,5.2 s,710 ms,8.2 s,2025-03-20_09AM
https://www.wikipedia.org/,1.5 s,4.8 s,3.8 s,2,920 ms,4.8 s,2025-03-20_10AM
https://m.youtube.com/,4.0 s,4.8 s,5.1 s,740 ms,7.8 s,2025-03-20_10AM
https://www.wikipedia.org/,1.6 s,4.9 s,3.8 s,2,970 ms,4.9 s,2025-03-20_11AM
https://m.youtube.com/,4.2 s,4.9 s,5.3 s,690 ms,8.1 s,2025-03-20_11AM
https://www.wikipedia.org/,1.4 s,4.9 s,3.8 s,3,070 ms,4.9 s,2025-03-20_12PM
https://m.youtube.com/,3.4 s,4.1 s,3.8 s,450 ms,7.3 s,2025-03-20_12PM
https://www.wikipedia.org/,1.4 s,4.9 s,3.9 s,3,100 ms,4.9 s,2025-03-20_01PM
https://m.youtube.com/,4.1 s,4.7 s,4.9 s,650 ms,9.2 s,2025-03-20_01PM
https://www.wikipedia.org/,1.5 s,4.9 s,3.9 s,3,040 ms,4.9 s,2025-03-20_02PM
https://www.youtube.com/,null,null,null,null,null,2025-03-20_02PM
https://www.wikipedia.org/,1.7 s,5.1 s,4.2 s,3,000 ms,5.1 s,2025-03-20_03PM
https://m.youtube.com/,4.0 s,4.8 s,5.1 s,780 ms,8.1 s,2025-03-20_03PM
https://www.wikipedia.org/,1.5 s,4.9 s,3.9 s,3,050 ms,4.8 s,2025-03-20_04PM
https://m.youtube.com/,4.1 s,4.9 s,5.1 s,690 ms,8.4 s,2025-03-20_04PM
https://www.wikipedia.org/,1.8 s,5.2 s,4.1 s,3,020 ms,5.2 s,2025-03-20_05PM
https://m.youtube.com/,4.2 s,4.9 s,5.2 s,640 ms,8.3 s,2025-03-20_05PM
https://www.wikipedia.org/,1.5 s,4.9 s,3.9 s,3,090 ms,4.9 s,2025-03-20_06PM
https://m.youtube.com/,4.0 s,4.7 s,5.0 s,650 ms,7.9 s,2025-03-20_06PM
https://www.wikipedia.org/,1.7 s,5.2 s,4.2 s,3,070 ms,5.2 s,2025-03-20_07PM
