Timestamp,StartupDelay,BufferingCount,BufferingTime,StallEvents,TotalStallTime,BitrateSwitches,PlaybackDuration,BufferingRatio,DroppedFrames,TotalFrames
2025-05-22T12:35:34.306Z,1.4518999999761582,0,0,0,0.00,3,28.79,0.0000,2,706
